date,machine_id,shift_id,disponibilite,performance,qualite,oee,temps_requis_min,temps_marche_min,temps_arret_min,production_theorique,production_reelle,production_conforme,rebuts,mois,semaine,jour_semaine
2024-04-05,M01,S2,0.9008,0.9257,0.9836,0.8202,480,432.4,47.6,960,888,873,15,2024-04,2024-W14,Friday
2024-04-05,M01,S3,0.8786,0.9417,0.961,0.7951,480,421.7,58.3,960,904,868,36,2024-04,2024-W14,Friday
2024-04-05,M02,S1,0.8148,0.8231,0.949,0.6365,480,391.1,88.9,800,658,624,34,2024-04,2024-W14,Friday
2024-04-05,M02,S2,0.8457,0.928,0.9251,0.7259,480,405.9,74.1,800,742,686,56,2024-04,2024-W14,Friday
2024-04-05,M02,S3,0.9354,0.8508,0.9879,0.7863,480,449.0,31.0,800,680,671,9,2024-04,2024-W14,Friday
2024-04-05,M03,S1,0.6227,0.8912,0.9271,0.5145,480,298.9,181.1,1600,1425,1321,104,2024-04,2024-W14,Friday
2024-04-05,M03,S2,0.7083,0.8905,0.9561,0.6031,480,340.0,140.0,1600,1424,1361,63,2024-04,2024-W14,Friday
2024-04-05,M03,S3,0.5804,0.8961,0.8202,0.4266,480,278.6,201.4,1600,1433,1175,258,2024-04,2024-W14,Friday
2024-04-05,M04,S1,0.921,0.99,0.973,0.8872,480,442.1,37.9,640,633,615,18,2024-04,2024-W14,Friday
2024-04-05,M04,S2,0.9147,0.9752,0.999,0.8911,480,439.1,40.9,640,624,623,1,2024-04,2024-W14,Friday
2024-04-05,M04,S3,0.895,0.9547,0.998,0.8527,480,429.6,50.4,640,611,609,2,2024-04,2024-W14,Friday
2024-04-05,M05,S1,0.9314,0.915,0.9003,0.7672,480,447.1,32.9,1200,1097,987,110,2024-04,2024-W14,Friday
2024-04-05,M05,S2,0.9457,0.99,0.9463,0.886,480,453.9,26.1,1200,1188,1124,64,2024-04,2024-W14,Friday
2024-04-05,M05,S3,0.7712,0.9176,0.9262,0.6554,480,370.2,109.8,1200,1101,1019,82,2024-04,2024-W14,Friday
2024-04-06,M01,S1,0.9264,0.99,0.9776,0.8966,480,444.7,35.3,960,950,928,22,2024-04,2024-W14,Saturday
2024-04-06,M01,S2,0.856,0.99,0.9663,0.8189,480,410.9,69.1,960,950,917,33,2024-04,2024-W14,Saturday
2024-04-06,M02,S1,0.898,0.982,0.9089,0.8015,480,431.0,49.0,800,785,713,72,2024-04,2024-W14,Saturday
2024-04-06,M02,S2,0.8474,0.8701,0.8961,0.6607,480,406.7,73.3,800,696,623,73,2024-04,2024-W14,Saturday
2024-04-06,M03,S1,0.8111,0.99,0.8438,0.6775,480,389.3,90.7,1600,1584,1336,248,2024-04,2024-W14,Saturday
2024-04-06,M03,S2,0.777,0.906,0.9144,0.6437,480,373.0,107.0,1600,1449,1325,124,2024-04,2024-W14,Saturday
2024-04-06,M04,S1,0.9465,0.9487,0.9828,0.8825,480,454.3,25.7,640,607,596,11,2024-04,2024-W14,Saturday
2024-04-06,M04,S2,0.9272,0.9273,0.9943,0.855,480,445.1,34.9,640,593,589,4,2024-04,2024-W14,Saturday
2024-04-06,M05,S1,0.8774,0.9224,0.9355,0.7571,480,421.2,58.8,1200,1106,1034,72,2024-04,2024-W14,Saturday
2024-04-06,M05,S2,0.8844,0.9307,0.9517,0.7833,480,424.5,55.5,1200,1116,1062,54,2024-04,2024-W14,Saturday
2024-04-08,M01,S1,0.8949,0.99,0.9664,0.8562,480,429.6,50.4,960,950,918,32,2024-04,2024-W15,Monday
2024-04-08,M01,S2,0.9195,0.889,0.9657,0.7894,480,441.4,38.6,960,853,823,30,2024-04,2024-W15,Monday
2024-04-08,M01,S3,0.8682,0.9143,0.9437,0.7491,480,416.7,63.3,960,877,827,50,2024-04,2024-W15,Monday
2024-04-08,M02,S1,0.7752,0.99,0.9773,0.75,480,372.1,107.9,800,792,774,18,2024-04,2024-W15,Monday
2024-04-08,M02,S2,0.9842,0.8313,0.942,0.7707,480,472.4,7.6,800,665,626,39,2024-04,2024-W15,Monday
2024-04-08,M02,S3,0.7593,0.8608,0.9143,0.5976,480,364.4,115.6,800,688,629,59,2024-04,2024-W15,Monday
2024-04-08,M03,S1,0.8914,0.8313,0.9485,0.7028,480,427.9,52.1,1600,1330,1261,69,2024-04,2024-W15,Monday
2024-04-08,M03,S2,0.8342,0.99,0.8567,0.7075,480,400.4,79.6,1600,1584,1357,227,2024-04,2024-W15,Monday
2024-04-08,M03,S3,0.8931,0.9423,0.875,0.7364,480,428.7,51.3,1600,1507,1318,189,2024-04,2024-W15,Monday
2024-04-08,M04,S1,0.98,0.9879,0.9773,0.9461,480,470.4,9.6,640,632,617,15,2024-04,2024-W15,Monday
2024-04-08,M04,S2,0.9251,0.9625,0.999,0.8895,480,444.0,36.0,640,616,615,1,2024-04,2024-W15,Monday
2024-04-08,M04,S3,0.9498,0.99,0.9705,0.9126,480,455.9,24.1,640,633,614,19,2024-04,2024-W15,Monday
2024-04-08,M05,S1,0.773,0.9717,0.8976,0.6742,480,371.0,109.0,1200,1166,1046,120,2024-04,2024-W15,Monday
2024-04-08,M05,S2,0.7949,0.9214,0.9327,0.6831,480,381.5,98.5,1200,1105,1030,75,2024-04,2024-W15,Monday
2024-04-08,M05,S3,0.8091,0.9388,0.9466,0.719,480,388.3,91.7,1200,1126,1065,61,2024-04,2024-W15,Monday
2024-04-09,M01,S1,0.9465,0.9003,0.9543,0.8132,480,454.3,25.7,960,864,824,40,2024-04,2024-W15,Tuesday
2024-04-09,M01,S2,0.9695,0.9755,0.9325,0.8819,480,465.3,14.7,960,936,872,64,2024-04,2024-W15,Tuesday
2024-04-09,M01,S3,0.9273,0.8606,0.9609,0.7669,480,445.1,34.9,960,826,793,33,2024-04,2024-W15,Tuesday
2024-04-09,M02,S1,0.9826,0.8467,0.9166,0.7626,480,471.6,8.4,800,677,620,57,2024-04,2024-W15,Tuesday
2024-04-09,M02,S2,0.9032,0.8133,0.9223,0.6775,480,433.5,46.5,800,650,599,51,2024-04,2024-W15,Tuesday
2024-04-09,M02,S3,0.8915,0.8642,0.9334,0.7191,480,427.9,52.1,800,691,644,47,2024-04,2024-W15,Tuesday
2024-04-09,M03,S1,0.8467,0.8901,0.9196,0.6931,480,406.4,73.6,1600,1424,1309,115,2024-04,2024-W15,Tuesday
2024-04-09,M03,S2,0.7492,0.8864,0.9055,0.6014,480,359.6,120.4,1600,1418,1284,134,2024-04,2024-W15,Tuesday
2024-04-09,M03,S3,0.8209,0.824,0.9034,0.6111,480,394.0,86.0,1600,1318,1190,128,2024-04,2024-W15,Tuesday
2024-04-09,M04,S1,0.92,0.9789,0.9703,0.8738,480,441.6,38.4,640,626,607,19,2024-04,2024-W15,Tuesday
2024-04-09,M04,S2,0.9163,0.9859,0.9826,0.8877,480,439.8,40.2,640,631,619,12,2024-04,2024-W15,Tuesday
2024-04-09,M04,S3,0.9732,0.9694,0.9849,0.9292,480,467.1,12.9,640,620,610,10,2024-04,2024-W15,Tuesday
2024-04-09,M05,S1,0.8528,0.9411,0.9102,0.7305,480,409.3,70.7,1200,1129,1027,102,2024-04,2024-W15,Tuesday
2024-04-09,M05,S2,0.8287,0.9372,0.9302,0.7224,480,397.8,82.2,1200,1124,1045,79,2024-04,2024-W15,Tuesday
2024-04-09,M05,S3,0.6945,0.9274,0.9831,0.6333,480,333.4,146.6,1200,1112,1093,19,2024-04,2024-W15,Tuesday
2024-04-10,M01,S1,0.8917,0.9105,0.9675,0.7855,480,428.0,52.0,960,874,845,29,2024-04,2024-W15,Wednesday
2024-04-10,M01,S2,0.9253,0.9874,0.9348,0.8541,480,444.1,35.9,960,947,885,62,2024-04,2024-W15,Wednesday
2024-04-10,M01,S3,0.9462,0.9633,0.9572,0.8724,480,454.2,25.8,960,924,884,40,2024-04,2024-W15,Wednesday
2024-04-10,M02,S1,0.8734,0.9573,0.9644,0.8063,480,419.2,60.8,800,765,737,28,2024-04,2024-W15,Wednesday
2024-04-10,M02,S2,0.7696,0.9456,0.9382,0.6828,480,369.4,110.6,800,756,709,47,2024-04,2024-W15,Wednesday
2024-04-10,M02,S3,0.8548,0.9038,0.9358,0.7229,480,410.3,69.7,800,723,676,47,2024-04,2024-W15,Wednesday
2024-04-10,M03,S1,0.8869,0.8536,0.8697,0.6584,480,425.7,54.3,1600,1365,1187,178,2024-04,2024-W15,Wednesday
2024-04-10,M03,S2,0.7442,0.8725,0.9543,0.6197,480,357.2,122.8,1600,1396,1332,64,2024-04,2024-W15,Wednesday
2024-04-10,M03,S3,0.8339,0.7984,0.999,0.6652,480,400.3,79.7,1600,1277,1275,2,2024-04,2024-W15,Wednesday
2024-04-10,M04,S1,0.9576,0.99,0.9782,0.9273,480,459.6,20.4,640,633,619,14,2024-04,2024-W15,Wednesday
2024-04-10,M04,S2,0.9657,0.99,0.9946,0.9509,480,463.5,16.5,640,633,629,4,2024-04,2024-W15,Wednesday
2024-04-10,M04,S3,0.9814,0.99,0.9762,0.9485,480,471.1,8.9,640,633,617,16,2024-04,2024-W15,Wednesday
2024-04-10,M05,S1,0.7854,0.9356,0.9524,0.6998,480,377.0,103.0,1200,1122,1068,54,2024-04,2024-W15,Wednesday
2024-04-10,M05,S2,0.8063,0.9708,0.9649,0.7552,480,387.0,93.0,1200,1164,1123,41,2024-04,2024-W15,Wednesday
2024-04-10,M05,S3,0.7647,0.8795,0.9266,0.6232,480,367.0,113.0,1200,1055,977,78,2024-04,2024-W15,Wednesday
2024-04-11,M01,S1,0.925,0.9186,0.987,0.8387,480,444.0,36.0,960,881,869,12,2024-04,2024-W15,Thursday
2024-04-11,M01,S2,0.9308,0.9412,0.9313,0.8158,480,446.8,33.2,960,903,840,63,2024-04,2024-W15,Thursday
2024-04-11,M01,S3,0.8438,0.9508,0.9173,0.736,480,405.0,75.0,960,912,836,76,2024-04,2024-W15,Thursday
2024-04-11,M02,S1,0.9205,0.8907,0.999,0.8191,480,441.8,38.2,800,712,711,1,2024-04,2024-W15,Thursday
2024-04-11,M02,S2,0.99,0.8894,0.937,0.8251,480,475.2,4.8,800,711,666,45,2024-04,2024-W15,Thursday
2024-04-11,M02,S3,0.9193,0.99,0.8941,0.8137,480,441.2,38.8,800,792,708,84,2024-04,2024-W15,Thursday
2024-04-11,M03,S1,0.6188,0.8148,0.931,0.4694,480,297.0,183.0,1600,1303,1213,90,2024-04,2024-W15,Thursday
2024-04-11,M03,S2,0.8243,0.9366,0.8668,0.6692,480,395.7,84.3,1600,1498,1298,200,2024-04,2024-W15,Thursday
2024-04-11,M03,S3,0.5711,0.9214,0.8802,0.4632,480,274.1,205.9,1600,1474,1297,177,2024-04,2024-W15,Thursday
2024-04-11,M04,S1,0.889,0.9831,0.9895,0.8648,480,426.7,53.3,640,629,622,7,2024-04,2024-W15,Thursday
2024-04-11,M04,S2,0.9459,0.9686,0.9781,0.8961,480,454.0,26.0,640,619,605,14,2024-04,2024-W15,Thursday
2024-04-11,M04,S3,0.9385,0.9472,0.9714,0.8635,480,450.5,29.5,640,606,588,18,2024-04,2024-W15,Thursday
2024-04-11,M05,S1,0.8509,0.935,0.934,0.7431,480,408.4,71.6,1200,1122,1047,75,2024-04,2024-W15,Thursday
2024-04-11,M05,S2,0.7599,0.9109,0.8778,0.6075,480,364.7,115.3,1200,1093,959,134,2024-04,2024-W15,Thursday
2024-04-11,M05,S3,0.8303,0.9882,0.8946,0.734,480,398.5,81.5,1200,1185,1060,125,2024-04,2024-W15,Thursday
2024-04-12,M01,S1,0.8802,0.9527,0.9851,0.826,480,422.5,57.5,960,914,900,14,2024-04,2024-W15,Friday
2024-04-12,M01,S2,0.8871,0.9118,0.9206,0.7446,480,425.8,54.2,960,875,805,70,2024-04,2024-W15,Friday
2024-04-12,M01,S3,0.9147,0.99,0.9655,0.8743,480,439.0,41.0,960,950,917,33,2024-04,2024-W15,Friday
2024-04-12,M02,S1,0.8479,0.9175,0.9397,0.7311,480,407.0,73.0,800,734,689,45,2024-04,2024-W15,Friday
2024-04-12,M02,S2,0.7926,0.9456,0.9463,0.7092,480,380.4,99.6,800,756,715,41,2024-04,2024-W15,Friday
2024-04-12,M02,S3,0.8507,0.8449,0.9765,0.7019,480,408.3,71.7,800,675,659,16,2024-04,2024-W15,Friday
2024-04-12,M03,S1,0.8393,0.8197,0.9461,0.6509,480,402.9,77.1,1600,1311,1240,71,2024-04,2024-W15,Friday
2024-04-12,M03,S2,0.7347,0.8032,0.8827,0.5209,480,352.7,127.3,1600,1285,1134,151,2024-04,2024-W15,Friday
2024-04-12,M03,S3,0.6201,0.8934,0.8441,0.4676,480,297.6,182.4,1600,1429,1206,223,2024-04,2024-W15,Friday
2024-04-12,M04,S1,0.9126,0.9297,0.979,0.8306,480,438.1,41.9,640,594,581,13,2024-04,2024-W15,Friday
2024-04-12,M04,S2,0.945,0.9716,0.9675,0.8883,480,453.6,26.4,640,621,600,21,2024-04,2024-W15,Friday
2024-04-12,M04,S3,0.9143,0.99,0.9734,0.8811,480,438.9,41.1,640,633,616,17,2024-04,2024-W15,Friday
2024-04-12,M05,S1,0.8385,0.877,0.9343,0.6871,480,402.5,77.5,1200,1052,982,70,2024-04,2024-W15,Friday
2024-04-12,M05,S2,0.8977,0.9476,0.9201,0.7827,480,430.9,49.1,1200,1137,1046,91,2024-04,2024-W15,Friday
2024-04-12,M05,S3,0.8349,0.9079,0.9302,0.7051,480,400.8,79.2,1200,1089,1012,77,2024-04,2024-W15,Friday
2024-04-13,M01,S1,0.8931,0.9328,0.9642,0.8033,480,428.7,51.3,960,895,862,33,2024-04,2024-W15,Saturday
2024-04-13,M01,S2,0.8597,0.8988,0.9322,0.7203,480,412.7,67.3,960,862,803,59,2024-04,2024-W15,Saturday
2024-04-13,M02,S1,0.7374,0.8312,0.9445,0.5789,480,353.9,126.1,800,664,627,37,2024-04,2024-W15,Saturday
2024-04-13,M02,S2,0.7869,0.9282,0.941,0.6872,480,377.7,102.3,800,742,698,44,2024-04,2024-W15,Saturday
2024-04-13,M03,S1,0.6022,0.9065,0.9392,0.5127,480,289.1,190.9,1600,1450,1361,89,2024-04,2024-W15,Saturday
2024-04-13,M03,S2,0.6899,0.8896,0.8792,0.5396,480,331.2,148.8,1600,1423,1251,172,2024-04,2024-W15,Saturday
2024-04-13,M04,S1,0.9523,0.949,0.9585,0.8663,480,457.1,22.9,640,607,581,26,2024-04,2024-W15,Saturday
2024-04-13,M04,S2,0.9379,0.9764,0.9752,0.8931,480,450.2,29.8,640,624,608,16,2024-04,2024-W15,Saturday
2024-04-13,M05,S1,0.7483,0.9002,0.9365,0.6309,480,359.2,120.8,1200,1080,1011,69,2024-04,2024-W15,Saturday
2024-04-13,M05,S2,0.8167,0.9281,0.9139,0.6928,480,392.0,88.0,1200,1113,1017,96,2024-04,2024-W15,Saturday
2024-04-15,M01,S1,0.9677,0.8921,0.9698,0.8372,480,464.5,15.5,960,856,830,26,2024-04,2024-W16,Monday
2024-04-15,M01,S2,0.9683,0.9584,0.9559,0.8871,480,464.8,15.2,960,920,879,41,2024-04,2024-W16,Monday
2024-04-15,M01,S3,0.8827,0.9806,0.9315,0.8064,480,423.7,56.3,960,941,876,65,2024-04,2024-W16,Monday
2024-04-15,M02,S1,0.7813,0.8769,0.9747,0.6677,480,375.0,105.0,800,701,683,18,2024-04,2024-W16,Monday
2024-04-15,M02,S2,0.8757,0.845,0.9313,0.6891,480,420.4,59.6,800,675,628,47,2024-04,2024-W16,Monday
2024-04-15,M02,S3,0.8062,0.8594,0.9674,0.6702,480,387.0,93.0,800,687,664,23,2024-04,2024-W16,Monday
2024-04-15,M03,S1,0.6557,0.975,0.9398,0.6008,480,314.7,165.3,1600,1559,1465,94,2024-04,2024-W16,Monday
2024-04-15,M03,S2,0.8773,0.8258,0.9046,0.6554,480,421.1,58.9,1600,1321,1194,127,2024-04,2024-W16,Monday
2024-04-15,M03,S3,0.6502,0.8214,0.9278,0.4955,480,312.1,167.9,1600,1314,1219,95,2024-04,2024-W16,Monday
2024-04-15,M04,S1,0.988,0.9526,0.9756,0.9183,480,474.3,5.7,640,609,594,15,2024-04,2024-W16,Monday
2024-04-15,M04,S2,0.9446,0.9457,0.9871,0.8818,480,453.4,26.6,640,605,597,8,2024-04,2024-W16,Monday
2024-04-15,M04,S3,0.9274,0.9745,0.9746,0.8808,480,445.2,34.8,640,623,607,16,2024-04,2024-W16,Monday
2024-04-15,M05,S1,0.7718,0.9188,0.9248,0.6558,480,370.5,109.5,1200,1102,1019,83,2024-04,2024-W16,Monday
2024-04-15,M05,S2,0.7969,0.8842,0.9377,0.6607,480,382.5,97.5,1200,1061,994,67,2024-04,2024-W16,Monday
2024-04-15,M05,S3,0.9184,0.9259,0.9539,0.8111,480,440.8,39.2,1200,1111,1059,52,2024-04,2024-W16,Monday
2024-04-16,M01,S1,0.8395,0.9453,0.9381,0.7445,480,403.0,77.0,960,907,850,57,2024-04,2024-W16,Tuesday
2024-04-16,M01,S2,0.8352,0.9095,0.9838,0.7473,480,400.9,79.1,960,873,858,15,2024-04,2024-W16,Tuesday
2024-04-16,M01,S3,0.9565,0.9488,0.9293,0.8434,480,459.1,20.9,960,910,845,65,2024-04,2024-W16,Tuesday
2024-04-16,M02,S1,0.8353,0.9159,0.9449,0.7229,480,400.9,79.1,800,732,691,41,2024-04,2024-W16,Tuesday
2024-04-16,M02,S2,0.72,0.8492,0.9382,0.5736,480,345.6,134.4,800,679,637,42,2024-04,2024-W16,Tuesday
2024-04-16,M02,S3,0.8866,0.7761,0.9355,0.6436,480,425.6,54.4,800,620,579,41,2024-04,2024-W16,Tuesday
2024-04-16,M03,S1,0.7919,0.9202,0.9349,0.6813,480,380.1,99.9,1600,1472,1376,96,2024-04,2024-W16,Tuesday
2024-04-16,M03,S2,0.8315,0.8014,0.8413,0.5606,480,399.1,80.9,1600,1282,1078,204,2024-04,2024-W16,Tuesday
2024-04-16,M03,S3,0.7437,0.9312,0.9602,0.6649,480,357.0,123.0,1600,1489,1429,60,2024-04,2024-W16,Tuesday
2024-04-16,M04,S1,0.9704,0.9893,0.9846,0.9452,480,465.8,14.2,640,633,623,10,2024-04,2024-W16,Tuesday
2024-04-16,M04,S2,0.9324,0.9759,0.999,0.909,480,447.5,32.5,640,624,623,1,2024-04,2024-W16,Tuesday
2024-04-16,M04,S3,0.9208,0.99,0.9761,0.8898,480,442.0,38.0,640,633,617,16,2024-04,2024-W16,Tuesday
2024-04-16,M05,S1,0.8986,0.8515,0.9441,0.7223,480,431.3,48.7,1200,1021,963,58,2024-04,2024-W16,Tuesday
2024-04-16,M05,S2,0.7748,0.8511,0.9352,0.6168,480,371.9,108.1,1200,1021,954,67,2024-04,2024-W16,Tuesday
2024-04-16,M05,S3,0.8796,0.8785,0.894,0.6908,480,422.2,57.8,1200,1054,942,112,2024-04,2024-W16,Tuesday
2024-04-17,M01,S1,0.9043,0.9354,0.971,0.8213,480,434.1,45.9,960,897,870,27,2024-04,2024-W16,Wednesday
2024-04-17,M01,S2,0.9564,0.9365,0.9971,0.8931,480,459.1,20.9,960,899,896,3,2024-04,2024-W16,Wednesday
2024-04-17,M01,S3,0.9201,0.925,0.9278,0.7897,480,441.7,38.3,960,888,823,65,2024-04,2024-W16,Wednesday
2024-04-17,M02,S1,0.8305,0.8801,0.9669,0.7067,480,398.6,81.4,800,704,680,24,2024-04,2024-W16,Wednesday
2024-04-17,M02,S2,0.8813,0.8329,0.9448,0.6935,480,423.0,57.0,800,666,629,37,2024-04,2024-W16,Wednesday
2024-04-17,M02,S3,0.8959,0.9845,0.9649,0.851,480,430.0,50.0,800,787,759,28,2024-04,2024-W16,Wednesday
2024-04-17,M03,S1,0.8474,0.8632,0.924,0.6759,480,406.7,73.3,1600,1381,1276,105,2024-04,2024-W16,Wednesday
2024-04-17,M03,S2,0.8914,0.7629,0.8974,0.6103,480,427.9,52.1,1600,1220,1094,126,2024-04,2024-W16,Wednesday
2024-04-17,M03,S3,0.7094,0.8862,0.9543,0.5999,480,340.5,139.5,1600,1417,1352,65,2024-04,2024-W16,Wednesday
2024-04-17,M04,S1,0.931,0.9215,0.9751,0.8365,480,446.9,33.1,640,589,574,15,2024-04,2024-W16,Wednesday
2024-04-17,M04,S2,0.9763,0.99,0.9851,0.9522,480,468.6,11.4,640,633,623,10,2024-04,2024-W16,Wednesday
2024-04-17,M04,S3,0.9405,0.9482,0.9862,0.8795,480,451.4,28.6,640,606,597,9,2024-04,2024-W16,Wednesday
2024-04-17,M05,S1,0.7688,0.99,0.9437,0.7183,480,369.0,111.0,1200,1188,1121,67,2024-04,2024-W16,Wednesday
2024-04-17,M05,S2,0.7841,0.8896,0.9278,0.6471,480,376.4,103.6,1200,1067,989,78,2024-04,2024-W16,Wednesday
2024-04-17,M05,S3,0.8045,0.9725,0.9345,0.7312,480,386.2,93.8,1200,1167,1090,77,2024-04,2024-W16,Wednesday
2024-04-18,M01,S1,0.8722,0.99,0.961,0.8298,480,418.6,61.4,960,950,912,38,2024-04,2024-W16,Thursday
2024-04-18,M01,S2,0.9472,0.9144,0.9673,0.8378,480,454.7,25.3,960,877,848,29,2024-04,2024-W16,Thursday
2024-04-18,M01,S3,0.9243,0.8632,0.999,0.7971,480,443.7,36.3,960,828,827,1,2024-04,2024-W16,Thursday
2024-04-18,M02,S1,0.9391,0.8765,0.9091,0.7484,480,450.8,29.2,800,701,637,64,2024-04,2024-W16,Thursday
2024-04-18,M02,S2,0.8731,0.9036,0.95,0.7495,480,419.1,60.9,800,722,685,37,2024-04,2024-W16,Thursday
2024-04-18,M02,S3,0.8622,0.9271,0.9805,0.7838,480,413.8,66.2,800,741,726,15,2024-04,2024-W16,Thursday
2024-04-18,M03,S1,0.8299,0.7832,0.9591,0.6233,480,398.3,81.7,1600,1253,1201,52,2024-04,2024-W16,Thursday
2024-04-18,M03,S2,0.9264,0.99,0.8696,0.7975,480,444.7,35.3,1600,1584,1377,207,2024-04,2024-W16,Thursday
2024-04-18,M03,S3,0.8006,0.7089,0.9299,0.5277,480,384.3,95.7,1600,1134,1054,80,2024-04,2024-W16,Thursday
2024-04-18,M04,S1,0.9323,0.99,0.9707,0.896,480,447.5,32.5,640,633,614,19,2024-04,2024-W16,Thursday
2024-04-18,M04,S2,0.8981,0.9675,0.9563,0.8309,480,431.1,48.9,640,619,591,28,2024-04,2024-W16,Thursday
2024-04-18,M04,S3,0.9713,0.9292,0.9803,0.8848,480,466.2,13.8,640,594,582,12,2024-04,2024-W16,Thursday
2024-04-18,M05,S1,0.6941,0.9034,0.9694,0.6079,480,333.2,146.8,1200,1084,1050,34,2024-04,2024-W16,Thursday
2024-04-18,M05,S2,0.8404,0.8773,0.9293,0.6851,480,403.4,76.6,1200,1052,977,75,2024-04,2024-W16,Thursday
2024-04-18,M05,S3,0.4208,0.9414,0.8972,0.3555,480,202.0,278.0,1200,1129,1012,117,2024-04,2024-W16,Thursday
2024-04-19,M01,S1,0.9382,0.8304,0.9474,0.7382,480,450.4,29.6,960,797,755,42,2024-04,2024-W16,Friday
2024-04-19,M01,S2,0.8842,0.9639,0.9605,0.8186,480,424.4,55.6,960,925,888,37,2024-04,2024-W16,Friday
2024-04-19,M01,S3,0.8383,0.8992,0.964,0.7267,480,402.4,77.6,960,863,831,32,2024-04,2024-W16,Friday
2024-04-19,M02,S1,0.8431,0.8662,0.9265,0.6766,480,404.7,75.3,800,692,641,51,2024-04,2024-W16,Friday
2024-04-19,M02,S2,0.6575,0.8696,0.9375,0.536,480,315.6,164.4,800,695,651,44,2024-04,2024-W16,Friday
2024-04-19,M02,S3,0.99,0.8189,0.8881,0.72,480,475.2,4.8,800,655,581,74,2024-04,2024-W16,Friday
2024-04-19,M03,S1,0.8491,0.8097,0.8985,0.6178,480,407.6,72.4,1600,1295,1163,132,2024-04,2024-W16,Friday
2024-04-19,M03,S2,0.7083,0.8399,0.9675,0.5756,480,340.0,140.0,1600,1343,1299,44,2024-04,2024-W16,Friday
2024-04-19,M03,S3,0.8508,0.9207,0.859,0.6729,480,408.4,71.6,1600,1473,1265,208,2024-04,2024-W16,Friday
2024-04-19,M04,S1,0.9141,0.9105,0.9703,0.8075,480,438.8,41.2,640,582,564,18,2024-04,2024-W16,Friday
2024-04-19,M04,S2,0.9773,0.99,0.9773,0.9456,480,469.1,10.9,640,633,618,15,2024-04,2024-W16,Friday
2024-04-19,M04,S3,0.9479,0.9621,0.9825,0.896,480,455.0,25.0,640,615,604,11,2024-04,2024-W16,Friday
2024-04-19,M05,S1,0.8646,0.841,0.9372,0.6815,480,415.0,65.0,1200,1009,945,64,2024-04,2024-W16,Friday
2024-04-19,M05,S2,0.8746,0.8987,0.9468,0.7442,480,419.8,60.2,1200,1078,1020,58,2024-04,2024-W16,Friday
2024-04-19,M05,S3,0.9875,0.9136,0.9394,0.8475,480,474.0,6.0,1200,1096,1029,67,2024-04,2024-W16,Friday
2024-04-20,M01,S1,0.453,0.9457,0.9692,0.4152,480,217.5,262.5,960,907,879,28,2024-04,2024-W16,Saturday
2024-04-20,M01,S2,0.9182,0.8977,0.9641,0.7947,480,440.7,39.3,960,861,830,31,2024-04,2024-W16,Saturday
2024-04-20,M02,S1,0.9508,0.9236,0.9669,0.8491,480,456.4,23.6,800,738,713,25,2024-04,2024-W16,Saturday
2024-04-20,M02,S2,0.8319,0.9404,0.9478,0.7415,480,399.3,80.7,800,752,712,40,2024-04,2024-W16,Saturday
2024-04-20,M03,S1,0.6929,0.8814,0.8743,0.5339,480,332.6,147.4,1600,1410,1232,178,2024-04,2024-W16,Saturday
2024-04-20,M03,S2,0.7215,0.8721,0.9207,0.5793,480,346.3,133.7,1600,1395,1284,111,2024-04,2024-W16,Saturday
2024-04-20,M04,S1,0.9128,0.99,0.9869,0.8918,480,438.1,41.9,640,633,624,9,2024-04,2024-W16,Saturday
2024-04-20,M04,S2,0.9273,0.9415,0.9783,0.8541,480,445.1,34.9,640,602,588,14,2024-04,2024-W16,Saturday
2024-04-20,M05,S1,0.7917,0.9239,0.9213,0.6739,480,380.0,100.0,1200,1108,1020,88,2024-04,2024-W16,Saturday
2024-04-20,M05,S2,0.698,0.8998,0.9227,0.5795,480,335.0,145.0,1200,1079,995,84,2024-04,2024-W16,Saturday
2024-04-22,M01,S1,0.9398,0.9102,0.9936,0.8499,480,451.1,28.9,960,873,867,6,2024-04,2024-W17,Monday
2024-04-22,M01,S2,0.8125,0.99,0.9555,0.7686,480,390.0,90.0,960,950,907,43,2024-04,2024-W17,Monday
2024-04-22,M01,S3,0.9511,0.9413,0.9828,0.8798,480,456.5,23.5,960,903,887,16,2024-04,2024-W17,Monday
2024-04-22,M02,S1,0.821,0.8366,0.9798,0.6729,480,394.1,85.9,800,669,655,14,2024-04,2024-W17,Monday
2024-04-22,M02,S2,0.8402,0.9105,0.9746,0.7455,480,403.3,76.7,800,728,709,19,2024-04,2024-W17,Monday
2024-04-22,M02,S3,0.7759,0.9315,0.9235,0.6674,480,372.4,107.6,800,745,687,58,2024-04,2024-W17,Monday
2024-04-22,M03,S1,0.4818,0.8633,0.856,0.3561,480,231.3,248.7,1600,1381,1182,199,2024-04,2024-W17,Monday
2024-04-22,M03,S2,0.708,0.9554,0.9419,0.6371,480,339.8,140.2,1600,1528,1439,89,2024-04,2024-W17,Monday
2024-04-22,M03,S3,0.7725,0.8756,0.8994,0.6083,480,370.8,109.2,1600,1400,1259,141,2024-04,2024-W17,Monday
2024-04-22,M04,S1,0.9888,0.9733,0.9828,0.9458,480,474.6,5.4,640,622,611,11,2024-04,2024-W17,Monday
2024-04-22,M04,S2,0.9825,0.9594,0.9987,0.9414,480,471.6,8.4,640,614,613,1,2024-04,2024-W17,Monday
2024-04-22,M04,S3,0.9022,0.99,0.9755,0.8713,480,433.1,46.9,640,633,617,16,2024-04,2024-W17,Monday
