arret_id,date,machine_id,shift_id,cause_id,duree_minutes,mois
AR03026,2024-04-19,M05,S3,CA01,3.9,2024-04
AR03027,2024-04-20,M01,S1,CA01,97.4,2024-04
AR03028,2024-04-20,M01,S1,CA01,88.3,2024-04
AR03029,2024-04-20,M01,S1,CA02,76.8,2024-04
AR03030,2024-04-20,M01,S2,CA06,39.3,2024-04
AR03031,2024-04-20,M02,S1,CA01,5.2,2024-04
AR03032,2024-04-20,M02,S1,CA02,16.4,2024-04
AR03033,2024-04-20,M02,S2,CA02,80.7,2024-04
AR03034,2024-04-20,M03,S1,CA08,147.4,2024-04
AR03035,2024-04-20,M03,S2,CA04,133.7,2024-04
AR03036,2024-04-20,M04,S1,CA01,19.7,2024-04
AR03037,2024-04-20,M04,S1,CA02,5.9,2024-04
AR03038,2024-04-20,M04,S1,CA08,4.2,2024-04
AR03039,2024-04-20,M04,S1,CA01,12.1,2024-04
AR03040,2024-04-20,M04,S2,CA06,20.8,2024-04
AR03041,2024-04-20,M04,S2,CA08,6.3,2024-04
AR03042,2024-04-20,M04,S2,CA03,7.8,2024-04
AR03043,2024-04-20,M05,S1,CA06,19.1,2024-04
AR03044,2024-04-20,M05,S1,CA05,58.4,2024-04
AR03045,2024-04-20,M05,S1,CA08,22.5,2024-04
AR03046,2024-04-20,M05,S2,CA02,145.0,2024-04
AR03047,2024-04-22,M01,S1,CA03,28.9,2024-04
AR03048,2024-04-22,M01,S2,CA01,31.0,2024-04
AR03049,2024-04-22,M01,S2,CA06,59.0,2024-04
AR03050,2024-04-22,M01,S3,CA04,4.5,2024-04
AR03051,2024-04-22,M01,S3,CA07,5.1,2024-04
AR03052,2024-04-22,M01,S3,CA02,12.2,2024-04
AR03053,2024-04-22,M02,S1,CA05,53.0,2024-04
AR03054,2024-04-22,M02,S1,CA01,32.9,2024-04
AR03055,2024-04-22,M02,S2,CA08,76.7,2024-04
AR03056,2024-04-22,M02,S3,CA07,83.4,2024-04
AR03057,2024-04-22,M02,S3,CA06,24.2,2024-04
AR03058,2024-04-22,M03,S1,CA06,245.9,2024-04
AR03059,2024-04-22,M03,S1,CA01,2.8,2024-04
AR03060,2024-04-22,M03,S2,CA03,16.3,2024-04
AR03061,2024-04-22,M03,S2,CA01,8.8,2024-04
AR03062,2024-04-22,M03,S2,CA02,115.1,2024-04
AR03063,2024-04-22,M03,S3,CA01,15.5,2024-04
AR03064,2024-04-22,M03,S3,CA05,34.0,2024-04
AR03065,2024-04-22,M03,S3,CA05,50.1,2024-04
AR03066,2024-04-22,M03,S3,CA02,9.6,2024-04
AR03067,2024-04-22,M04,S1,CA08,5.4,2024-04
AR03068,2024-04-22,M04,S2,CA01,5.9,2024-04
AR03069,2024-04-22,M04,S3,CA01,46.9,2024-04
AR03070,2024-04-22,M05,S1,CA04,28.9,2024-04
AR03071,2024-04-22,M05,S1,CA08,31.7,2024-04
AR03072,2024-04-22,M05,S1,CA06,33.7,2024-04
AR03073,2024-04-22,M05,S2,CA03,117.3,2024-04
AR03074,2024-04-22,M05,S3,CA02,23.8,2024-04
AR03075,2024-04-22,M05,S3,CA08,11.1,2024-04
AR03076,2024-04-22,M05,S3,CA01,23.2,2024-04
AR03077,2024-04-23,M01,S1,CA04,59.6,2024-04
AR03078,2024-04-23,M01,S1,CA03,9.7,2024-04
AR03079,2024-04-23,M01,S2,CA01,61.8,2024-04
AR03080,2024-04-23,M01,S3,CA02,22.1,2024-04
AR03081,2024-04-23,M01,S3,CA03,3.6,2024-04
AR03082,2024-04-23,M01,S3,CA02,16.7,2024-04
AR03083,2024-04-23,M02,S1,CA05,34.3,2024-04
AR03084,2024-04-23,M02,S1,CA01,28.1,2024-04
AR03085,2024-04-23,M02,S1,CA01,6.6,2024-04
AR03086,2024-04-23,M02,S1,CA04,7.7,2024-04
AR03087,2024-04-23,M02,S2,CA03,61.6,2024-04
AR03088,2024-04-23,M02,S3,CA03,5.8,2024-04
AR03089,2024-04-23,M02,S3,CA07,8.9,2024-04
AR03090,2024-04-23,M02,S3,CA07,37.5,2024-04
AR03091,2024-04-23,M03,S1,CA03,22.8,2024-04
AR03092,2024-04-23,M03,S1,CA03,70.3,2024-04
AR03093,2024-04-23,M03,S2,CA03,8.9,2024-04
AR03094,2024-04-23,M03,S2,CA05,23.6,2024-04
AR03095,2024-04-23,M03,S2,CA03,57.4,2024-04
AR03096,2024-04-23,M03,S3,CA07,8.2,2024-04
AR03097,2024-04-23,M03,S3,CA08,59.0,2024-04
AR03098,2024-04-23,M03,S3,CA01,28.9,2024-04
AR03099,2024-04-23,M04,S1,CA05,23.8,2024-04
AR03100,2024-04-23,M04,S2,CA05,18.4,2024-04
AR03101,2024-04-23,M04,S2,CA04,9.7,2024-04
AR03102,2024-04-23,M04,S3,CA07,132.2,2024-04
AR03103,2024-04-23,M04,S3,CA02,37.1,2024-04
AR03104,2024-04-23,M05,S1,CA04,10.4,2024-04
AR03105,2024-04-23,M05,S1,CA07,63.2,2024-04
AR03106,2024-04-23,M05,S2,CA03,77.1,2024-04
AR03107,2024-04-23,M05,S2,CA03,22.8,2024-04
AR03108,2024-04-23,M05,S3,CA02,94.5,2024-04
AR03109,2024-04-24,M01,S1,CA04,61.5,2024-04
AR03110,2024-04-24,M01,S1,CA07,13.9,2024-04
AR03111,2024-04-24,M01,S1,CA03,5.3,2024-04
AR03112,2024-04-24,M01,S2,CA01,67.5,2024-04
AR03113,2024-04-24,M01,S3,CA07,44.5,2024-04
AR03114,2024-04-24,M02,S1,CA06,5.9,2024-04
AR03115,2024-04-24,M02,S1,CA01,5.6,2024-04
AR03116,2024-04-24,M02,S1,CA02,26.4,2024-04
AR03117,2024-04-24,M02,S1,CA02,46.6,2024-04
AR03118,2024-04-24,M02,S2,CA02,44.2,2024-04
AR03119,2024-04-24,M02,S2,CA05,27.3,2024-04
AR03120,2024-04-24,M02,S2,CA01,8.1,2024-04
AR03121,2024-04-24,M02,S2,CA03,21.9,2024-04
AR03122,2024-04-24,M02,S3,CA08,8.5,2024-04
AR03123,2024-04-24,M02,S3,CA01,52.5,2024-04
AR03124,2024-04-24,M03,S1,CA02,26.7,2024-04
AR03125,2024-04-24,M03,S1,CA01,98.0,2024-04
AR03126,2024-04-24,M03,S2,CA01,14.3,2024-04
AR03127,2024-04-24,M03,S2,CA06,51.7,2024-04
AR03128,2024-04-24,M03,S2,CA06,12.1,2024-04
AR03129,2024-04-24,M03,S2,CA08,17.3,2024-04
AR03130,2024-04-24,M03,S3,CA01,194.9,2024-04
AR03131,2024-04-24,M03,S3,CA07,14.9,2024-04
AR03132,2024-04-24,M04,S1,CA02,22.2,2024-04
AR03133,2024-04-24,M04,S1,CA04,6.4,2024-04
AR03134,2024-04-24,M04,S1,CA01,5.3,2024-04
AR03135,2024-04-24,M04,S1,CA01,13.7,2024-04
AR03136,2024-04-24,M04,S2,CA01,8.0,2024-04
AR03137,2024-04-24,M04,S2,CA07,2.9,2024-04
AR03138,2024-04-24,M04,S2,CA03,10.4,2024-04
AR03139,2024-04-24,M04,S3,CA03,2.2,2024-04
AR03140,2024-04-24,M04,S3,CA05,17.0,2024-04
AR03141,2024-04-24,M04,S3,CA02,8.2,2024-04
AR03142,2024-04-24,M04,S3,CA07,11.7,2024-04
AR03143,2024-04-24,M05,S1,CA07,73.3,2024-04
AR03144,2024-04-24,M05,S2,CA02,6.9,2024-04
AR03145,2024-04-24,M05,S2,CA06,22.8,2024-04
AR03146,2024-04-24,M05,S2,CA01,11.9,2024-04
AR03147,2024-04-24,M05,S2,CA02,78.3,2024-04
AR03148,2024-04-24,M05,S3,CA03,38.6,2024-04
AR03149,2024-04-24,M05,S3,CA04,8.0,2024-04
AR03150,2024-04-24,M05,S3,CA06,7.7,2024-04
AR03151,2024-04-24,M05,S3,CA08,10.2,2024-04
AR03152,2024-04-25,M01,S1,CA03,12.8,2024-04
AR03153,2024-04-25,M01,S1,CA05,16.2,2024-04
AR03154,2024-04-25,M01,S2,CA06,10.6,2024-04
AR03155,2024-04-25,M01,S2,CA04,2.7,2024-04
AR03156,2024-04-25,M01,S2,CA07,2.6,2024-04
AR03157,2024-04-25,M01,S2,CA01,20.7,2024-04
AR03158,2024-04-25,M01,S3,CA02,21.3,2024-04
AR03159,2024-04-25,M01,S3,CA08,2.8,2024-04
AR03160,2024-04-25,M02,S1,CA01,17.0,2024-04
AR03161,2024-04-25,M02,S1,CA07,56.2,2024-04
AR03162,2024-04-25,M02,S1,CA08,46.0,2024-04
AR03163,2024-04-25,M02,S2,CA07,19.0,2024-04
AR03164,2024-04-25,M02,S2,CA01,8.3,2024-04
AR03165,2024-04-25,M02,S2,CA08,27.4,2024-04
AR03166,2024-04-25,M02,S2,CA03,4.5,2024-04
AR03167,2024-04-25,M02,S3,CA08,126.0,2024-04
AR03168,2024-04-25,M03,S1,CA04,52.2,2024-04
AR03169,2024-04-25,M03,S1,CA04,32.8,2024-04
AR03170,2024-04-25,M03,S2,CA01,44.8,2024-04
AR03171,2024-04-25,M03,S3,CA03,4.8,2024-04
AR03172,2024-04-25,M03,S3,CA04,105.4,2024-04
AR03173,2024-04-25,M04,S1,CA04,8.3,2024-04
AR03174,2024-04-25,M04,S1,CA02,25.4,2024-04
AR03175,2024-04-25,M04,S2,CA08,45.4,2024-04
AR03176,2024-04-25,M04,S3,CA03,18.1,2024-04
AR03177,2024-04-25,M05,S1,CA01,25.4,2024-04
AR03178,2024-04-25,M05,S1,CA07,13.4,2024-04
AR03179,2024-04-25,M05,S1,CA03,42.7,2024-04
AR03180,2024-04-25,M05,S2,CA05,80.9,2024-04
AR03181,2024-04-25,M05,S3,CA03,4.6,2024-04
AR03182,2024-04-25,M05,S3,CA03,3.4,2024-04
AR03183,2024-04-25,M05,S3,CA06,3.8,2024-04
AR03184,2024-04-25,M05,S3,CA03,34.8,2024-04
AR03185,2024-04-26,M01,S1,CA01,4.6,2024-04
AR03186,2024-04-26,M01,S1,CA01,15.8,2024-04
AR03187,2024-04-26,M01,S2,CA03,9.6,2024-04
AR03188,2024-04-26,M01,S2,CA04,33.4,2024-04
AR03189,2024-04-26,M01,S2,CA01,7.5,2024-04
AR03190,2024-04-26,M01,S3,CA03,7.0,2024-04
AR03191,2024-04-26,M01,S3,CA07,4.8,2024-04
AR03192,2024-04-26,M01,S3,CA05,22.9,2024-04
AR03193,2024-04-26,M01,S3,CA03,2.8,2024-04
AR03194,2024-04-26,M02,S1,CA05,7.5,2024-04
AR03195,2024-04-26,M02,S1,CA08,2.9,2024-04
AR03196,2024-04-26,M02,S1,CA07,31.7,2024-04
AR03197,2024-04-26,M02,S2,CA08,118.9,2024-04
AR03198,2024-04-26,M02,S3,CA01,76.7,2024-04
AR03199,2024-04-26,M03,S1,CA04,109.8,2024-04
AR03200,2024-04-26,M03,S2,CA01,39.7,2024-04
AR03201,2024-04-26,M03,S2,CA05,54.7,2024-04
AR03202,2024-04-26,M03,S2,CA04,16.7,2024-04
AR03203,2024-04-26,M03,S2,CA04,61.0,2024-04
AR03204,2024-04-26,M03,S3,CA03,22.5,2024-04
AR03205,2024-04-26,M03,S3,CA06,74.3,2024-04
AR03206,2024-04-26,M03,S3,CA05,41.9,2024-04
AR03207,2024-04-26,M04,S1,CA02,9.4,2024-04
AR03208,2024-04-26,M04,S1,CA06,10.7,2024-04
AR03209,2024-04-26,M04,S2,CA01,10.8,2024-04
AR03210,2024-04-26,M04,S2,CA07,4.4,2024-04
AR03211,2024-04-26,M04,S2,CA08,2.5,2024-04
AR03212,2024-04-26,M04,S3,CA08,21.8,2024-04
AR03213,2024-04-26,M04,S3,CA07,5.6,2024-04
AR03214,2024-04-26,M05,S1,CA07,19.6,2024-04
AR03215,2024-04-26,M05,S1,CA04,25.5,2024-04
AR03216,2024-04-26,M05,S1,CA06,18.6,2024-04
AR03217,2024-04-26,M05,S1,CA03,54.4,2024-04
AR03218,2024-04-26,M05,S2,CA06,56.3,2024-04
AR03219,2024-04-26,M05,S2,CA03,41.1,2024-04
AR03220,2024-04-26,M05,S2,CA02,13.1,2024-04
AR03221,2024-04-26,M05,S3,CA02,78.2,2024-04
AR03222,2024-04-26,M05,S3,CA07,24.6,2024-04
AR03223,2024-04-26,M05,S3,CA07,13.0,2024-04
AR03224,2024-04-27,M01,S1,CA01,76.2,2024-04
AR03225,2024-04-27,M01,S1,CA07,6.7,2024-04
AR03226,2024-04-27,M01,S2,CA01,49.3,2024-04
AR03227,2024-04-27,M02,S1,CA06,128.0,2024-04
AR03228,2024-04-27,M02,S1,CA07,4.0,2024-04
AR03229,2024-04-27,M02,S2,CA02,25.4,2024-04
AR03230,2024-04-27,M02,S2,CA08,48.9,2024-04
AR03231,2024-04-27,M02,S2,CA08,12.8,2024-04
AR03232,2024-04-27,M03,S1,CA04,58.0,2024-04
AR03233,2024-04-27,M03,S2,CA01,4.6,2024-04
AR03234,2024-04-27,M03,S2,CA04,20.8,2024-04
AR03235,2024-04-27,M03,S2,CA06,60.3,2024-04
AR03236,2024-04-27,M03,S2,CA06,22.3,2024-04
AR03237,2024-04-27,M04,S1,CA01,5.5,2024-04
AR03238,2024-04-27,M04,S1,CA04,7.9,2024-04
AR03239,2024-04-27,M04,S1,CA08,8.5,2024-04
AR03240,2024-04-27,M04,S1,CA01,18.9,2024-04
AR03241,2024-04-27,M04,S2,CA03,4.3,2024-04
AR03242,2024-04-27,M04,S2,CA03,20.0,2024-04
AR03243,2024-04-27,M04,S2,CA01,9.7,2024-04
AR03244,2024-04-27,M05,S1,CA03,50.2,2024-04
AR03245,2024-04-27,M05,S1,CA04,49.2,2024-04
AR03246,2024-04-27,M05,S2,CA07,7.0,2024-04
AR03247,2024-04-27,M05,S2,CA04,15.3,2024-04
AR03248,2024-04-27,M05,S2,CA02,4.1,2024-04
AR03249,2024-04-27,M05,S2,CA04,39.7,2024-04
AR03250,2024-04-29,M01,S1,CA02,15.0,2024-04
AR03251,2024-04-29,M01,S1,CA01,44.4,2024-04
AR03252,2024-04-29,M01,S2,CA01,14.4,2024-04
AR03253,2024-04-29,M01,S2,CA06,10.9,2024-04
AR03254,2024-04-29,M01,S2,CA01,68.1,2024-04
AR03255,2024-04-29,M01,S3,CA04,40.2,2024-04
AR03256,2024-04-29,M02,S1,CA05,95.6,2024-04
AR03257,2024-04-29,M02,S2,CA08,23.9,2024-04
AR03258,2024-04-29,M02,S2,CA04,102.9,2024-04
AR03259,2024-04-29,M02,S3,CA01,62.7,2024-04
AR03260,2024-04-29,M02,S3,CA05,33.5,2024-04
AR03261,2024-04-29,M02,S3,CA02,45.8,2024-04
AR03262,2024-04-29,M03,S1,CA04,23.2,2024-04
AR03263,2024-04-29,M03,S1,CA02,156.3,2024-04
AR03264,2024-04-29,M03,S2,CA06,24.8,2024-04
AR03265,2024-04-29,M03,S2,CA05,11.0,2024-04
AR03266,2024-04-29,M03,S2,CA02,11.2,2024-04
AR03267,2024-04-29,M03,S2,CA08,50.4,2024-04
AR03268,2024-04-29,M03,S3,CA04,77.8,2024-04
AR03269,2024-04-29,M04,S1,CA01,21.6,2024-04
AR03270,2024-04-29,M04,S3,CA01,35.3,2024-04
AR03271,2024-04-29,M05,S1,CA02,10.6,2024-04
AR03272,2024-04-29,M05,S1,CA01,53.9,2024-04
AR03273,2024-04-29,M05,S1,CA01,39.2,2024-04
AR03274,2024-04-29,M05,S2,CA07,21.7,2024-04
AR03275,2024-04-29,M05,S2,CA02,30.5,2024-04
AR03276,2024-04-29,M05,S2,CA01,7.3,2024-04
AR03277,2024-04-29,M05,S3,CA03,29.2,2024-04
AR03278,2024-04-30,M01,S1,CA08,20.0,2024-04
AR03279,2024-04-30,M01,S1,CA01,15.0,2024-04
AR03280,2024-04-30,M01,S1,CA05,2.6,2024-04
AR03281,2024-04-30,M01,S1,CA03,3.5,2024-04
AR03282,2024-04-30,M01,S2,CA04,19.8,2024-04
AR03283,2024-04-30,M01,S2,CA03,10.8,2024-04
AR03284,2024-04-30,M01,S2,CA01,9.5,2024-04
AR03285,2024-04-30,M01,S3,CA01,39.1,2024-04
AR03286,2024-04-30,M01,S3,CA01,11.5,2024-04
AR03287,2024-04-30,M01,S3,CA04,10.8,2024-04
AR03288,2024-04-30,M02,S1,CA01,54.1,2024-04
AR03289,2024-04-30,M02,S2,CA08,60.8,2024-04
AR03290,2024-04-30,M02,S3,CA08,15.8,2024-04
AR03291,2024-04-30,M02,S3,CA04,19.0,2024-04
AR03292,2024-04-30,M02,S3,CA01,56.2,2024-04
AR03293,2024-04-30,M02,S3,CA03,28.3,2024-04
AR03294,2024-04-30,M03,S1,CA07,18.5,2024-04
AR03295,2024-04-30,M03,S1,CA01,6.9,2024-04
AR03296,2024-04-30,M03,S1,CA01,35.3,2024-04
AR03297,2024-04-30,M03,S2,CA03,61.0,2024-04
AR03298,2024-04-30,M03,S3,CA02,23.0,2024-04
AR03299,2024-04-30,M03,S3,CA03,89.7,2024-04
AR03300,2024-04-30,M04,S1,CA01,15.2,2024-04
AR03301,2024-04-30,M04,S1,CA01,16.1,2024-04
AR03302,2024-04-30,M04,S2,CA05,35.4,2024-04
AR03303,2024-04-30,M04,S3,CA02,11.0,2024-04
AR03304,2024-04-30,M04,S3,CA03,50.7,2024-04
AR03305,2024-04-30,M05,S1,CA02,80.6,2024-04
AR03306,2024-04-30,M05,S2,CA03,7.1,2024-04
AR03307,2024-04-30,M05,S2,CA06,31.6,2024-04
AR03308,2024-04-30,M05,S2,CA03,113.3,2024-04
AR03309,2024-04-30,M05,S3,CA07,13.4,2024-04
AR03310,2024-04-30,M05,S3,CA02,23.7,2024-04
AR03311,2024-04-30,M05,S3,CA01,7.2,2024-04
AR03312,2024-04-30,M05,S3,CA07,7.7,2024-04
AR03313,2024-05-01,M01,S1,CA08,33.5,2024-05
AR03314,2024-05-01,M01,S1,CA01,33.3,2024-05
AR03315,2024-05-01,M01,S1,CA06,5.4,2024-05
AR03316,2024-05-01,M01,S2,CA01,18.0,2024-05
AR03317,2024-05-01,M01,S2,CA02,11.2,2024-05
AR03318,2024-05-01,M01,S2,CA05,13.4,2024-05
AR03319,2024-05-01,M01,S3,CA07,52.6,2024-05
AR03320,2024-05-01,M01,S3,CA03,9.7,2024-05
AR03321,2024-05-01,M01,S3,CA05,31.6,2024-05
AR03322,2024-05-01,M01,S3,CA06,4.7,2024-05
AR03323,2024-05-01,M02,S1,CA04,92.4,2024-05
AR03324,2024-05-01,M02,S2,CA01,3.2,2024-05
AR03325,2024-05-01,M02,S2,CA03,7.5,2024-05
AR03326,2024-05-01,M02,S2,CA07,55.8,2024-05
AR03327,2024-05-01,M02,S2,CA06,16.6,2024-05
AR03328,2024-05-01,M02,S3,CA01,17.8,2024-05
AR03329,2024-05-01,M02,S3,CA01,59.2,2024-05
AR03330,2024-05-01,M02,S3,CA03,15.0,2024-05
AR03331,2024-05-01,M02,S3,CA04,27.3,2024-05
AR03332,2024-05-01,M03,S1,CA04,19.8,2024-05
AR03333,2024-05-01,M03,S1,CA07,56.5,2024-05
AR03334,2024-05-01,M03,S2,CA03,62.9,2024-05
AR03335,2024-05-01,M03,S2,CA01,66.5,2024-05
AR03336,2024-05-01,M03,S2,CA06,16.0,2024-05
AR03337,2024-05-01,M03,S3,CA06,4.2,2024-05
AR03338,2024-05-01,M03,S3,CA03,18.4,2024-05
AR03339,2024-05-01,M03,S3,CA01,19.3,2024-05
AR03340,2024-05-01,M04,S1,CA03,2.2,2024-05
AR03341,2024-05-01,M04,S1,CA06,5.9,2024-05
AR03342,2024-05-01,M04,S2,CA01,21.7,2024-05
AR03343,2024-05-01,M04,S3,CA05,48.2,2024-05
AR03344,2024-05-01,M05,S1,CA03,29.9,2024-05
AR03345,2024-05-01,M05,S1,CA06,5.1,2024-05
AR03346,2024-05-01,M05,S2,CA04,102.5,2024-05
AR03347,2024-05-01,M05,S2,CA03,2.5,2024-05
AR03348,2024-05-01,M05,S3,CA03,5.5,2024-05
AR03349,2024-05-01,M05,S3,CA01,70.7,2024-05
AR03350,2024-05-02,M01,S1,CA05,9.5,2024-05
AR03351,2024-05-02,M01,S1,CA08,24.0,2024-05
AR03352,2024-05-02,M01,S1,CA06,3.8,2024-05
AR03353,2024-05-02,M01,S2,CA04,32.1,2024-05
AR03354,2024-05-02,M01,S3,CA05,20.7,2024-05
AR03355,2024-05-02,M01,S3,CA03,7.7,2024-05
AR03356,2024-05-02,M01,S3,CA06,12.7,2024-05
AR03357,2024-05-02,M01,S3,CA01,15.0,2024-05
AR03358,2024-05-02,M02,S1,CA06,38.6,2024-05
AR03359,2024-05-02,M02,S2,CA01,19.4,2024-05
AR03360,2024-05-02,M02,S2,CA02,16.2,2024-05
AR03361,2024-05-02,M02,S2,CA01,36.4,2024-05
AR03362,2024-05-02,M02,S2,CA03,30.3,2024-05
AR03363,2024-05-02,M02,S3,CA04,36.1,2024-05
AR03364,2024-05-02,M02,S3,CA02,40.6,2024-05
AR03365,2024-05-02,M02,S3,CA01,50.9,2024-05
AR03366,2024-05-02,M03,S1,CA04,69.5,2024-05
AR03367,2024-05-02,M03,S2,CA07,148.9,2024-05
AR03368,2024-05-02,M03,S3,CA01,51.0,2024-05
AR03369,2024-05-02,M03,S3,CA08,10.4,2024-05
AR03370,2024-05-02,M03,S3,CA01,9.2,2024-05
AR03371,2024-05-02,M04,S1,CA02,10.5,2024-05
AR03372,2024-05-02,M04,S2,CA01,39.8,2024-05
AR03373,2024-05-02,M04,S3,CA06,20.0,2024-05
AR03374,2024-05-02,M05,S1,CA05,39.8,2024-05
AR03375,2024-05-02,M05,S1,CA02,7.9,2024-05
AR03376,2024-05-02,M05,S1,CA06,3.9,2024-05
AR03377,2024-05-02,M05,S1,CA03,16.9,2024-05
AR03378,2024-05-02,M05,S2,CA03,3.9,2024-05
AR03379,2024-05-02,M05,S2,CA01,39.7,2024-05
AR03380,2024-05-02,M05,S2,CA02,46.8,2024-05
AR03381,2024-05-02,M05,S3,CA03,36.4,2024-05
AR03382,2024-05-02,M05,S3,CA04,40.9,2024-05
AR03383,2024-05-02,M05,S3,CA07,26.7,2024-05
AR03384,2024-05-03,M01,S1,CA08,25.0,2024-05
AR03385,2024-05-03,M01,S1,CA01,10.3,2024-05
AR03386,2024-05-03,M01,S1,CA02,31.9,2024-05
AR03387,2024-05-03,M01,S2,CA01,36.9,2024-05
AR03388,2024-05-03,M01,S3,CA07,2.4,2024-05
AR03389,2024-05-03,M01,S3,CA05,5.7,2024-05
AR03390,2024-05-03,M01,S3,CA02,11.4,2024-05
AR03391,2024-05-03,M02,S1,CA01,34.4,2024-05
AR03392,2024-05-03,M02,S2,CA06,10.9,2024-05
AR03393,2024-05-03,M02,S2,CA04,37.1,2024-05
AR03394,2024-05-03,M02,S3,CA08,68.5,2024-05
AR03395,2024-05-03,M03,S1,CA02,145.6,2024-05
AR03396,2024-05-03,M03,S2,CA01,236.3,2024-05
AR03397,2024-05-03,M03,S3,CA01,27.6,2024-05
AR03398,2024-05-03,M03,S3,CA02,46.3,2024-05
AR03399,2024-05-03,M04,S1,CA02,12.6,2024-05
AR03400,2024-05-03,M04,S1,CA01,19.2,2024-05
AR03401,2024-05-03,M04,S1,CA01,20.3,2024-05
AR03402,2024-05-03,M04,S2,CA01,6.2,2024-05
AR03403,2024-05-03,M04,S2,CA02,4.9,2024-05
AR03404,2024-05-03,M04,S2,CA01,6.2,2024-05
AR03405,2024-05-03,M04,S3,CA04,2.9,2024-05
AR03406,2024-05-03,M04,S3,CA05,8.1,2024-05
AR03407,2024-05-03,M04,S3,CA03,2.8,2024-05
AR03408,2024-05-03,M04,S3,CA02,6.3,2024-05
AR03409,2024-05-03,M05,S1,CA05,15.4,2024-05
AR03410,2024-05-03,M05,S1,CA08,20.5,2024-05
AR03411,2024-05-03,M05,S1,CA02,21.7,2024-05
AR03412,2024-05-03,M05,S1,CA05,6.7,2024-05
AR03413,2024-05-03,M05,S2,CA01,30.0,2024-05
AR03414,2024-05-03,M05,S2,CA06,60.8,2024-05
AR03415,2024-05-03,M05,S3,CA03,78.1,2024-05
AR03416,2024-05-04,M01,S1,CA05,30.5,2024-05
AR03417,2024-05-04,M01,S1,CA05,40.6,2024-05
AR03418,2024-05-04,M01,S2,CA05,19.3,2024-05
AR03419,2024-05-04,M01,S2,CA01,20.9,2024-05
AR03420,2024-05-04,M02,S1,CA01,9.5,2024-05
AR03421,2024-05-04,M02,S1,CA01,31.3,2024-05
AR03422,2024-05-04,M02,S1,CA02,4.4,2024-05
AR03423,2024-05-04,M02,S2,CA01,10.7,2024-05
AR03424,2024-05-04,M02,S2,CA01,33.8,2024-05
AR03425,2024-05-04,M02,S2,CA02,11.1,2024-05
AR03426,2024-05-04,M02,S2,CA04,18.1,2024-05
AR03427,2024-05-04,M03,S1,CA06,26.5,2024-05
AR03428,2024-05-04,M03,S1,CA02,16.3,2024-05
AR03429,2024-05-04,M03,S1,CA03,30.1,2024-05
AR03430,2024-05-04,M03,S2,CA07,102.4,2024-05
AR03431,2024-05-04,M03,S2,CA01,15.0,2024-05
AR03432,2024-05-04,M04,S1,CA02,21.3,2024-05
AR03433,2024-05-04,M04,S1,CA03,13.1,2024-05
AR03434,2024-05-04,M04,S2,CA07,6.6,2024-05
AR03435,2024-05-04,M04,S2,CA03,23.9,2024-05
AR03436,2024-05-04,M04,S2,CA06,4.7,2024-05
AR03437,2024-05-04,M04,S2,CA01,5.2,2024-05
AR03438,2024-05-04,M05,S1,CA03,53.5,2024-05
AR03439,2024-05-04,M05,S1,CA05,19.7,2024-05
AR03440,2024-05-04,M05,S1,CA08,20.9,2024-05
AR03441,2024-05-04,M05,S2,CA01,62.2,2024-05
AR03442,2024-05-06,M01,S1,CA05,60.4,2024-05
AR03443,2024-05-06,M01,S2,CA01,90.7,2024-05
AR03444,2024-05-06,M01,S2,CA03,7.1,2024-05
AR03445,2024-05-06,M01,S3,CA01,7.4,2024-05
AR03446,2024-05-06,M01,S3,CA05,19.4,2024-05
AR03447,2024-05-06,M01,S3,CA03,25.6,2024-05
AR03448,2024-05-06,M02,S1,CA01,11.7,2024-05
AR03449,2024-05-06,M02,S1,CA04,12.2,2024-05
AR03450,2024-05-06,M02,S1,CA03,6.6,2024-05
AR03451,2024-05-06,M02,S2,CA01,2.0,2024-05
AR03452,2024-05-06,M02,S2,CA03,17.6,2024-05
AR03453,2024-05-06,M02,S3,CA01,33.7,2024-05
AR03454,2024-05-06,M02,S3,CA02,14.4,2024-05
AR03455,2024-05-06,M02,S3,CA01,34.9,2024-05
AR03456,2024-05-06,M03,S1,CA05,4.2,2024-05
AR03457,2024-05-06,M03,S1,CA03,46.6,2024-05
AR03458,2024-05-06,M03,S1,CA02,27.3,2024-05
AR03459,2024-05-06,M03,S2,CA01,19.7,2024-05
AR03460,2024-05-06,M03,S2,CA02,30.1,2024-05
AR03461,2024-05-06,M03,S2,CA04,102.2,2024-05
AR03462,2024-05-06,M03,S2,CA03,43.3,2024-05
AR03463,2024-05-06,M03,S3,CA05,105.7,2024-05
AR03464,2024-05-06,M04,S1,CA08,18.2,2024-05
AR03465,2024-05-06,M04,S1,CA02,49.2,2024-05
AR03466,2024-05-06,M04,S2,CA07,33.0,2024-05
AR03467,2024-05-06,M04,S3,CA02,4.7,2024-05
AR03468,2024-05-06,M04,S3,CA04,5.2,2024-05
AR03469,2024-05-06,M04,S3,CA02,5.6,2024-05
AR03470,2024-05-06,M05,S1,CA03,49.0,2024-05
AR03471,2024-05-06,M05,S1,CA01,21.0,2024-05
AR03472,2024-05-06,M05,S1,CA05,26.9,2024-05
AR03473,2024-05-06,M05,S1,CA07,11.2,2024-05
AR03474,2024-05-06,M05,S2,CA03,36.1,2024-05
AR03475,2024-05-06,M05,S2,CA01,40.2,2024-05
